sub	RT	correct	category	condition	conditionName	repeatDist	targetItem	categoryNum	phase
7	1899	1	Food	1	uniform	0	Food11.jpg	1	SixItems
7	1989	1	Food	2	mixed	0	Food8.jpg	1	SixItems
7	1072	1	Objects	2	mixed	0	Objects20.jpg	2	SixItems
7	1037	1	Food	1	uniform	0	Food10.jpg	1	SixItems
7	1699	1	Objects	2	mixed	0	Objects7.jpg	2	SixItems
7	1568	1	Objects	1	uniform	0	Objects4.jpg	2	SixItems
7	2239	1	Food	2	mixed	0	Food9.jpg	1	SixItems
7	1185	1	Food	2	mixed	0	Food16.jpg	1	SixItems
7	1203	1	Food	1	uniform	0	Food16.jpg	1	SixItems
7	934	1	Objects	2	mixed	0	Objects10.jpg	2	SixItems
7	1285	1	Objects	1	uniform	0	Objects19.jpg	2	SixItems
7	4333	0	Objects	1	uniform	0	Objects10.jpg	2	SixItems
7	856	1	Objects	2	mixed	0	Objects6.jpg	2	SixItems
7	1022	1	Food	2	mixed	0	Food4.jpg	1	SixItems
7	1786	0	Food	1	uniform	0	Food4.jpg	1	SixItems
7	1122	1	Objects	1	uniform	0	Objects20.jpg	2	SixItems
7	922	1	Objects	2	mixed	0	Objects5.jpg	2	SixItems
7	921	1	Food	2	mixed	0	Food10.jpg	1	SixItems
7	2745	0	Food	1	uniform	0	Food15.jpg	1	SixItems
7	2819	1	Objects	2	mixed	0	Objects14.jpg	2	SixItems
7	1004	1	Food	1	uniform	0	Food17.jpg	1	SixItems
7	1121	1	Food	2	mixed	0	Food2.jpg	1	SixItems
7	1815	1	Objects	1	uniform	0	Objects5.jpg	2	SixItems
7	1971	1	Objects	1	uniform	0	Objects15.jpg	2	SixItems
7	1345	1	Objects	2	mixed	0	Objects3.jpg	2	SixItems
7	2713	1	Food	1	uniform	0	Food7.jpg	1	SixItems
7	1213	1	Food	2	mixed	0	Food20.jpg	1	SixItems
7	1195	1	Objects	1	uniform	0	Objects13.jpg	2	SixItems
7	2305	0	Food	1	uniform	0	Food13.jpg	1	SixItems
7	1011	1	Objects	2	mixed	0	Objects18.jpg	2	SixItems
7	1642	1	Food	2	mixed	0	Food17.jpg	1	SixItems
7	2411	1	Food	2	mixed	0	Food18.jpg	1	SixItems
7	1287	1	Food	1	uniform	0	Food2.jpg	1	SixItems
7	1250	1	Objects	2	mixed	0	Objects13.jpg	2	SixItems
7	2273	1	Objects	1	uniform	0	Objects8.jpg	2	SixItems
7	1169	1	Food	2	mixed	0	Food11.jpg	1	SixItems
7	988	1	Objects	1	uniform	0	Objects12.jpg	2	SixItems
7	1038	1	Food	1	uniform	0	Food1.jpg	1	SixItems
7	968	1	Objects	2	mixed	0	Objects4.jpg	2	SixItems
7	1781	1	Objects	1	uniform	0	Objects16.jpg	2	SixItems
7	1498	1	Food	2	mixed	0	Food3.jpg	1	SixItems
7	1154	1	Food	1	uniform	0	Food12.jpg	1	SixItems
7	3591	1	Objects	2	mixed	0	Objects11.jpg	2	SixItems
7	870	1	Objects	1	uniform	0	Objects2.jpg	2	SixItems
7	2985	0	Food	2	mixed	0	Food5.jpg	1	SixItems
7	1547	1	Objects	2	mixed	0	Objects2.jpg	2	SixItems
7	2055	1	Food	1	uniform	0	Food5.jpg	1	SixItems
7	955	1	Food	1	uniform	0	Food14.jpg	1	SixItems
7	1259	1	Food	2	mixed	0	Food15.jpg	1	SixItems
7	888	1	Objects	1	uniform	0	Objects11.jpg	2	SixItems
7	954	1	Objects	2	mixed	0	Objects8.jpg	2	SixItems
7	904	1	Food	2	mixed	0	Food12.jpg	1	SixItems
7	1154	1	Objects	1	uniform	0	Objects17.jpg	2	SixItems
7	1250	1	Objects	2	mixed	0	Objects12.jpg	2	SixItems
7	2053	1	Food	1	uniform	0	Food8.jpg	1	SixItems
7	902	1	Food	2	mixed	0	Food19.jpg	1	SixItems
7	1220	1	Objects	1	uniform	0	Objects9.jpg	2	SixItems
7	1202	1	Food	1	uniform	0	Food18.jpg	1	SixItems
7	720	1	Objects	2	mixed	0	Objects17.jpg	2	SixItems
7	3513	1	Objects	1	uniform	0	Objects6.jpg	2	SixItems
7	3093	0	Food	1	uniform	0	Food3.jpg	1	SixItems
7	1180	1	Food	2	mixed	0	Food14.jpg	1	SixItems
7	1256	1	Objects	2	mixed	0	Objects19.jpg	2	SixItems
8	5491	1	Food	1	uniform	0	Food16.jpg	1	ThreeItems
8	7184	1	Objects	2	mixed	0	Objects2.jpg	2	ThreeItems
8	1949	1	Objects	1	uniform	0	Objects18.jpg	2	ThreeItems
8	1341	1	Food	2	mixed	0	Food4.jpg	1	ThreeItems
8	1491	1	Food	1	uniform	0	Food12.jpg	1	ThreeItems
8	1497	1	Objects	2	mixed	0	Objects4.jpg	2	ThreeItems
8	1760	1	Objects	1	uniform	0	Objects12.jpg	2	ThreeItems
8	1089	1	Food	2	mixed	0	Food8.jpg	1	ThreeItems
8	2784	1	Objects	2	mixed	0	Objects9.jpg	2	ThreeItems
8	1514	1	Objects	1	uniform	0	Objects17.jpg	2	ThreeItems
8	2293	1	Food	1	uniform	0	Food2.jpg	1	ThreeItems
8	4951	1	Food	2	mixed	0	Food17.jpg	1	SixItems
8	1511	1	Food	2	mixed	0	Food20.jpg	1	SixItems
8	5957	0	Food	1	uniform	0	Food15.jpg	1	SixItems
8	2354	1	Objects	1	uniform	0	Objects9.jpg	2	SixItems
8	2222	1	Objects	2	mixed	0	Objects12.jpg	2	SixItems
8	3911	1	Food	2	mixed	0	Food6.jpg	1	SixItems
8	3758	0	Food	1	uniform	0	Food11.jpg	1	SixItems
8	1684	1	Objects	1	uniform	0	Objects19.jpg	2	SixItems
8	2275	0	Objects	2	mixed	0	Objects15.jpg	2	SixItems
8	2749	1	Objects	1	uniform	0	Objects7.jpg	2	SixItems
8	3174	0	Objects	2	mixed	0	Objects13.jpg	2	SixItems
8	5768	0	Food	2	mixed	0	Food5.jpg	1	SixItems
8	6239	0	Food	1	uniform	0	Food10.jpg	1	SixItems
8	1734	1	Objects	2	mixed	0	Objects19.jpg	2	SixItems
8	2677	1	Food	2	mixed	0	Food11.jpg	1	SixItems
8	3220	0	Objects	1	uniform	0	Objects10.jpg	2	SixItems
8	1746	0	Food	1	uniform	0	Food19.jpg	1	SixItems
8	5158	0	Objects	2	mixed	0	Objects3.jpg	2	SixItems
8	1922	1	Food	1	uniform	0	Food14.jpg	1	SixItems
8	11404	0	Objects	1	uniform	0	Objects2.jpg	2	SixItems
8	3640	0	Food	2	mixed	0	Food7.jpg	1	SixItems
8	2858	1	Objects	2	mixed	0	Objects14.jpg	2	SixItems
8	2288	1	Objects	1	uniform	0	Objects20.jpg	2	SixItems
8	3602	1	Food	1	uniform	0	Food4.jpg	1	SixItems
8	4460	1	Food	2	mixed	0	Food9.jpg	1	SixItems
8	1380	1	Objects	2	mixed	0	Objects7.jpg	2	SixItems
8	1031	0	Objects	1	uniform	0	Objects13.jpg	2	SixItems
8	1890	1	Food	1	uniform	0	Food3.jpg	1	SixItems
8	2708	1	Food	2	mixed	0	Food1.jpg	1	SixItems
8	1635	1	Objects	2	mixed	0	Objects18.jpg	2	SixItems
8	1617	0	Food	1	uniform	0	Food6.jpg	1	SixItems
8	4774	1	Food	2	mixed	0	Food14.jpg	1	SixItems
8	2218	0	Objects	1	uniform	0	Objects3.jpg	2	SixItems
8	2839	1	Objects	2	mixed	0	Objects6.jpg	2	SixItems
8	12684	0	Food	1	uniform	0	Food13.jpg	1	SixItems
8	3310	0	Food	2	mixed	0	Food10.jpg	1	SixItems
8	5777	1	Objects	1	uniform	0	Objects15.jpg	2	SixItems
8	3666	1	Objects	1	uniform	0	Objects5.jpg	2	SixItems
8	1950	1	Food	2	mixed	0	Food12.jpg	1	SixItems
8	2726	1	Objects	2	mixed	0	Objects17.jpg	2	SixItems
8	1759	1	Food	1	uniform	0	Food1.jpg	1	SixItems
8	1602	1	Objects	2	mixed	0	Objects10.jpg	2	SixItems
8	3372	1	Food	2	mixed	0	Food16.jpg	1	SixItems
8	1183	0	Food	1	uniform	0	Food18.jpg	1	SixItems
8	16560	0	Objects	1	uniform	0	Objects1.jpg	2	SixItems
8	4889	1	Food	1	uniform	0	Food7.jpg	1	SixItems
8	19137	0	Objects	2	mixed	0	Objects8.jpg	2	SixItems
8	1316	1	Food	2	mixed	0	Food2.jpg	1	SixItems
8	2496	0	Objects	1	uniform	0	Objects11.jpg	2	SixItems
8	2986	1	Objects	1	uniform	0	Objects16.jpg	2	SixItems
8	1424	1	Food	2	mixed	0	Food19.jpg	1	SixItems
8	3642	0	Food	1	uniform	0	Food9.jpg	1	SixItems
8	4408	1	Objects	2	mixed	0	Objects16.jpg	2	SixItems
8	1936	0	Objects	1	uniform	0	Objects6.jpg	2	SixItems
8	5441	0	Food	2	mixed	0	Food13.jpg	1	SixItems
8	3599	0	Objects	2	mixed	0	Objects5.jpg	2	SixItems
8	1564	0	Food	1	uniform	0	Food17.jpg	1	SixItems
8	2921	0	Objects	1	uniform	0	Objects14.jpg	2	SixItems
8	6772	0	Food	2	mixed	0	Food15.jpg	1	SixItems
8	2771	1	Objects	2	mixed	0	Objects20.jpg	2	SixItems
8	3175	1	Food	1	uniform	0	Food8.jpg	1	SixItems
8	1652	0	Objects	2	mixed	0	Objects11.jpg	2	SixItems
8	1700	1	Food	1	uniform	0	Food20.jpg	1	SixItems
8	2791	0	Objects	1	uniform	0	Objects4.jpg	2	SixItems
8	3163	1	Food	2	mixed	0	Food3.jpg	1	SixItems
8	1537	0	Objects	2	mixed	0	Objects1.jpg	2	SixItems
8	3907	1	Objects	1	uniform	0	Objects8.jpg	2	SixItems
8	4801	0	Food	1	uniform	0	Food5.jpg	1	SixItems
8	1974	1	Food	2	mixed	0	Food18.jpg	1	SixItems
9	4296	1	Food	2	mixed	0	Food7.jpg	1	ThreeItems
9	1138	1	Food	1	uniform	0	Food20.jpg	1	ThreeItems
9	971	1	Objects	1	uniform	0	Objects18.jpg	2	ThreeItems
9	9441	1	Objects	2	mixed	0	Objects20.jpg	2	ThreeItems
9	1938	1	Food	1	uniform	0	Food12.jpg	1	ThreeItems
9	5415	0	Objects	2	mixed	0	Objects2.jpg	2	ThreeItems
9	1593	1	Food	2	mixed	0	Food1.jpg	1	ThreeItems
9	1924	1	Objects	1	uniform	0	Objects14.jpg	2	ThreeItems
9	2424	1	Objects	1	uniform	0	Objects2.jpg	2	ThreeItems
9	1509	1	Objects	2	mixed	0	Objects11.jpg	2	ThreeItems
9	1309	0	Food	2	mixed	0	Food6.jpg	1	ThreeItems
9	1840	0	Food	1	uniform	0	Food6.jpg	1	ThreeItems
9	2459	1	Food	2	mixed	0	Food18.jpg	1	ThreeItems
9	3691	1	Food	1	uniform	0	Food9.jpg	1	ThreeItems
9	5704	0	Objects	1	uniform	0	Objects9.jpg	2	SixItems
9	3186	1	Objects	2	mixed	0	Objects19.jpg	2	SixItems
9	1268	0	Food	1	uniform	1	Food19.jpg	1	SixItems
9	2918	1	Objects	2	mixed	0	Objects13.jpg	2	SixItems
9	2591	1	Objects	1	uniform	0	Objects13.jpg	2	SixItems
9	5980	0	Food	2	mixed	0	Food12.jpg	1	SixItems
9	1912	1	Objects	1	uniform	0	Objects17.jpg	2	SixItems
9	1071	1	Food	1	uniform	0	Food14.jpg	1	SixItems
9	1889	1	Food	2	mixed	0	Food13.jpg	1	SixItems
9	4104	1	Objects	2	mixed	0	Objects4.jpg	2	SixItems
9	1474	1	Food	1	uniform	0	Food18.jpg	1	SixItems
9	4364	1	Objects	2	mixed	0	Objects16.jpg	2	SixItems
10	1601	1	Objects	2	mixed	0	Objects8.jpg	2	ThreeItems
10	1027	1	Food	1	uniform	0	Food10.jpg	1	ThreeItems
10	1154	1	Objects	1	uniform	0	Objects4.jpg	2	ThreeItems
10	1531	0	Food	2	mixed	0	Food18.jpg	1	ThreeItems
10	1241	1	Objects	2	mixed	0	Objects9.jpg	2	ThreeItems
10	1153	1	Objects	1	uniform	0	Objects1.jpg	2	ThreeItems
10	1122	1	Food	2	mixed	0	Food6.jpg	1	ThreeItems
10	7064	1	Food	1	uniform	0	Food16.jpg	1	ThreeItems
10	1138	1	Food	2	mixed	0	Food10.jpg	1	ThreeItems
10	1408	1	Objects	1	uniform	0	Objects14.jpg	2	ThreeItems
10	1813	1	Objects	2	mixed	0	Objects4.jpg	2	ThreeItems
10	1614	0	Food	1	uniform	0	Food11.jpg	1	ThreeItems
10	1697	1	Objects	2	mixed	0	Objects11.jpg	2	ThreeItems
10	1137	1	Food	2	mixed	0	Food2.jpg	1	SixItems
10	2530	0	Objects	1	uniform	0	Objects2.jpg	2	SixItems
10	932	1	Food	1	uniform	0	Food7.jpg	1	SixItems
10	1303	1	Objects	2	mixed	0	Objects2.jpg	2	SixItems
10	4493	0	Food	1	uniform	0	Food20.jpg	1	SixItems
10	1882	1	Objects	1	uniform	0	Objects16.jpg	2	SixItems
10	1814	1	Food	2	mixed	0	Food3.jpg	1	SixItems
10	1452	0	Food	2	mixed	0	Food11.jpg	1	SixItems
10	1228	1	Objects	2	mixed	0	Objects16.jpg	2	SixItems
10	1446	0	Objects	1	uniform	0	Objects15.jpg	2	SixItems
10	1640	1	Food	1	uniform	0	Food3.jpg	1	SixItems
10	1390	1	Objects	1	uniform	0	Objects18.jpg	2	SixItems
10	1502	1	Food	1	uniform	0	Food2.jpg	1	SixItems
10	2708	1	Food	2	mixed	0	Food4.jpg	1	SixItems
10	2464	1	Objects	2	mixed	0	Objects14.jpg	2	SixItems
10	2118	1	Food	2	mixed	0	Food12.jpg	1	SixItems
10	2120	1	Objects	2	mixed	0	Objects13.jpg	2	SixItems
10	2288	1	Objects	1	uniform	0	Objects12.jpg	2	SixItems
10	1610	0	Food	1	uniform	0	Food8.jpg	1	SixItems
10	1922	1	Objects	2	mixed	0	Objects7.jpg	2	SixItems
10	1213	1	Food	1	uniform	0	Food15.jpg	1	SixItems
10	1649	1	Food	2	mixed	0	Food19.jpg	1	SixItems
10	1029	1	Objects	1	uniform	0	Objects9.jpg	2	SixItems
10	1047	1	Food	2	mixed	0	Food1.jpg	1	SixItems
10	1469	1	Objects	2	mixed	0	Objects10.jpg	2	SixItems
10	1225	0	Food	1	uniform	0	Food6.jpg	1	SixItems
10	4734	1	Objects	1	uniform	0	Objects19.jpg	2	SixItems
10	8086	0	Food	1	uniform	0	Food1.jpg	1	SixItems
10	6713	1	Objects	2	mixed	0	Objects19.jpg	2	SixItems
10	7362	1	Objects	1	uniform	0	Objects8.jpg	2	SixItems
10	1998	1	Food	2	mixed	0	Food13.jpg	1	SixItems
10	1520	1	Objects	1	uniform	0	Objects3.jpg	2	SixItems
10	3702	1	Food	1	uniform	0	Food17.jpg	1	SixItems
10	1592	1	Objects	2	mixed	0	Objects20.jpg	2	SixItems
10	3811	1	Food	2	mixed	0	Food15.jpg	1	SixItems
10	3525	1	Objects	2	mixed	0	Objects6.jpg	2	SixItems
10	1919	1	Food	2	mixed	0	Food5.jpg	1	SixItems
10	1163	1	Food	1	uniform	0	Food14.jpg	1	SixItems
10	3822	1	Objects	1	uniform	0	Objects20.jpg	2	SixItems
10	1224	1	Food	2	mixed	0	Food14.jpg	1	SixItems
10	1170	0	Objects	2	mixed	0	Objects15.jpg	2	SixItems
10	2421	0	Objects	1	uniform	0	Objects17.jpg	2	SixItems
10	6301	1	Food	1	uniform	0	Food18.jpg	1	SixItems
10	6919	0	Objects	2	mixed	0	Objects18.jpg	2	SixItems
10	2690	1	Food	2	mixed	0	Food9.jpg	1	SixItems
10	1105	1	Food	1	uniform	0	Food9.jpg	1	SixItems
10	4401	0	Objects	1	uniform	0	Objects10.jpg	2	SixItems
10	2031	1	Objects	1	uniform	0	Objects7.jpg	2	SixItems
10	3573	0	Food	1	uniform	0	Food4.jpg	1	SixItems
10	3105	1	Objects	2	mixed	0	Objects12.jpg	2	SixItems
10	8165	0	Food	2	mixed	0	Food7.jpg	1	SixItems
10	3443	0	Food	1	uniform	0	Food13.jpg	1	SixItems
10	1365	1	Objects	2	mixed	0	Objects17.jpg	2	SixItems
10	1610	1	Food	2	mixed	0	Food16.jpg	1	SixItems
10	5024	1	Objects	1	uniform	0	Objects6.jpg	2	SixItems
10	2799	1	Objects	1	uniform	0	Objects13.jpg	2	SixItems
10	3074	0	Food	1	uniform	0	Food12.jpg	1	SixItems
10	2071	1	Food	2	mixed	0	Food17.jpg	1	SixItems
10	2338	1	Objects	2	mixed	0	Objects1.jpg	2	SixItems
10	6422	0	Objects	1	uniform	0	Objects11.jpg	2	SixItems
10	3666	1	Objects	2	mixed	0	Objects3.jpg	2	SixItems
10	1705	1	Food	1	uniform	0	Food19.jpg	1	SixItems
10	8685	0	Food	2	mixed	0	Food20.jpg	1	SixItems
10	4910	1	Food	1	uniform	0	Food5.jpg	1	SixItems
10	3280	1	Food	2	mixed	0	Food8.jpg	1	SixItems
10	1017	1	Objects	2	mixed	0	Objects5.jpg	2	SixItems
10	3553	0	Objects	1	uniform	0	Objects5.jpg	2	SixItems
11	6002	1	Food	2	mixed	0	Food16.jpg	1	ThreeItems
11	4439	1	Food	1	uniform	0	Food19.jpg	1	ThreeItems
11	2501	1	Objects	2	mixed	0	Objects13.jpg	2	ThreeItems
11	1664	1	Objects	1	uniform	0	Objects15.jpg	2	ThreeItems
11	3510	1	Objects	2	mixed	0	Objects8.jpg	2	ThreeItems
11	1452	1	Food	1	uniform	0	Food10.jpg	1	ThreeItems
11	1696	1	Objects	1	uniform	0	Objects3.jpg	2	ThreeItems
11	1375	1	Food	2	mixed	0	Food9.jpg	1	ThreeItems
11	1237	1	Objects	1	uniform	0	Objects9.jpg	2	ThreeItems
11	1221	1	Food	1	uniform	0	Food3.jpg	1	ThreeItems
11	1386	1	Food	2	mixed	0	Food4.jpg	1	ThreeItems
11	1187	1	Objects	2	mixed	0	Objects20.jpg	2	SixItems
11	1186	1	Objects	2	mixed	0	Objects10.jpg	2	SixItems
11	1486	1	Food	1	uniform	0	Food20.jpg	1	SixItems
11	1199	1	Objects	1	uniform	0	Objects2.jpg	2	SixItems
11	3071	1	Food	2	mixed	0	Food1.jpg	1	SixItems
11	1391	1	Objects	1	uniform	0	Objects1.jpg	2	SixItems
11	1247	1	Food	1	uniform	0	Food2.jpg	1	SixItems
11	1580	1	Food	2	mixed	0	Food13.jpg	1	SixItems
11	1447	1	Objects	2	mixed	0	Objects15.jpg	2	SixItems
11	2716	1	Objects	1	uniform	0	Objects14.jpg	2	SixItems
11	1104	1	Food	1	uniform	0	Food16.jpg	1	SixItems
11	1291	1	Objects	2	mixed	0	Objects19.jpg	2	SixItems
11	1937	1	Food	2	mixed	0	Food11.jpg	1	SixItems
11	2126	1	Food	2	mixed	0	Food14.jpg	1	SixItems
11	3108	1	Food	1	uniform	0	Food18.jpg	1	SixItems
11	1835	1	Objects	2	mixed	0	Objects1.jpg	2	SixItems
11	5186	1	Objects	1	uniform	0	Objects19.jpg	2	SixItems
11	1375	1	Objects	2	mixed	0	Objects17.jpg	2	SixItems
11	1138	1	Objects	1	uniform	0	Objects20.jpg	2	SixItems
11	1665	1	Food	2	mixed	0	Food3.jpg	1	SixItems
11	1021	1	Food	1	uniform	0	Food12.jpg	1	SixItems
11	2935	1	Objects	2	mixed	0	Objects9.jpg	2	SixItems
11	1329	1	Objects	1	uniform	0	Objects4.jpg	2	SixItems
11	2055	1	Food	2	mixed	0	Food18.jpg	1	SixItems
11	1179	1	Food	1	uniform	0	Food14.jpg	1	SixItems
11	1897	1	Food	2	mixed	0	Food15.jpg	1	SixItems
11	2556	1	Food	1	uniform	0	Food17.jpg	1	SixItems
11	1233	1	Objects	1	uniform	0	Objects16.jpg	2	SixItems
11	1764	1	Objects	2	mixed	0	Objects12.jpg	2	SixItems
11	1285	1	Food	2	mixed	0	Food10.jpg	1	SixItems
11	1172	1	Food	1	uniform	0	Food4.jpg	1	SixItems
11	1389	1	Objects	2	mixed	0	Objects6.jpg	2	SixItems
11	1055	1	Objects	1	uniform	0	Objects18.jpg	2	SixItems
11	2269	1	Food	1	uniform	0	Food9.jpg	1	SixItems
11	1021	1	Objects	1	uniform	0	Objects5.jpg	2	SixItems
11	1218	1	Food	2	mixed	0	Food20.jpg	1	SixItems
11	1961	1	Objects	2	mixed	0	Objects18.jpg	2	SixItems
11	1120	1	Objects	1	uniform	0	Objects13.jpg	2	SixItems
11	2395	1	Food	2	mixed	0	Food12.jpg	1	SixItems
11	2442	1	Objects	2	mixed	0	Objects2.jpg	2	SixItems
11	1634	1	Food	1	uniform	0	Food6.jpg	1	SixItems
11	2480	1	Food	1	uniform	0	Food11.jpg	1	SixItems
11	1120	1	Objects	2	mixed	0	Objects7.jpg	2	SixItems
11	2504	1	Objects	1	uniform	0	Objects12.jpg	2	SixItems
11	1051	1	Food	2	mixed	0	Food8.jpg	1	SixItems
11	1171	1	Food	2	mixed	0	Food5.jpg	1	SixItems
11	3062	1	Food	1	uniform	0	Food5.jpg	1	SixItems
11	999	1	Objects	2	mixed	0	Objects16.jpg	2	SixItems
11	1745	1	Objects	1	uniform	0	Objects11.jpg	2	SixItems
11	1455	1	Objects	2	mixed	0	Objects3.jpg	2	SixItems
11	1056	1	Food	2	mixed	0	Food17.jpg	1	SixItems
11	1214	1	Objects	1	uniform	0	Objects6.jpg	2	SixItems
11	1055	1	Food	1	uniform	0	Food15.jpg	1	SixItems
11	1362	1	Objects	1	uniform	0	Objects8.jpg	2	SixItems
11	1799	1	Food	1	uniform	0	Food1.jpg	1	SixItems
11	1497	0	Objects	2	mixed	0	Objects4.jpg	2	SixItems
11	3197	1	Food	2	mixed	0	Food6.jpg	1	SixItems
11	3331	1	Food	2	mixed	0	Food2.jpg	1	SixItems
11	2101	1	Food	1	uniform	0	Food7.jpg	1	SixItems
11	1036	1	Objects	1	uniform	0	Objects17.jpg	2	SixItems
11	2299	1	Objects	2	mixed	0	Objects11.jpg	2	SixItems
11	1865	1	Objects	1	uniform	0	Objects10.jpg	2	SixItems
11	1464	1	Food	2	mixed	0	Food19.jpg	1	SixItems
11	2077	1	Food	1	uniform	0	Food8.jpg	1	SixItems
11	1393	1	Objects	2	mixed	0	Objects5.jpg	2	SixItems
11	1932	0	Food	2	mixed	0	Food7.jpg	1	SixItems
11	1506	0	Objects	2	mixed	0	Objects14.jpg	2	SixItems
11	1468	1	Food	1	uniform	0	Food13.jpg	1	SixItems
11	2287	1	Objects	1	uniform	0	Objects7.jpg	2	SixItems
12	3092	1	Food	2	mixed	0	Food14.jpg	1	ThreeItems
12	1847	1	Objects	1	uniform	0	Objects5.jpg	2	ThreeItems
12	1352	1	Food	1	uniform	0	Food2.jpg	1	ThreeItems
12	1490	1	Objects	2	mixed	0	Objects13.jpg	2	ThreeItems
12	1353	1	Objects	1	uniform	0	Objects12.jpg	2	ThreeItems
12	1965	1	Food	2	mixed	0	Food6.jpg	1	ThreeItems
12	1324	1	Food	1	uniform	0	Food19.jpg	1	ThreeItems
12	1106	1	Objects	2	mixed	0	Objects12.jpg	2	ThreeItems
12	1669	1	Objects	2	mixed	0	Objects20.jpg	2	ThreeItems
12	1320	1	Food	2	mixed	0	Food17.jpg	1	ThreeItems
12	1006	1	Food	1	uniform	0	Food1.jpg	1	ThreeItems
12	2458	1	Objects	1	uniform	0	Objects13.jpg	2	SixItems
12	1821	1	Food	1	uniform	0	Food12.jpg	1	SixItems
12	4444	0	Objects	2	mixed	0	Objects2.jpg	2	SixItems
12	2600	1	Food	2	mixed	0	Food16.jpg	1	SixItems
12	1462	1	Objects	1	uniform	0	Objects2.jpg	2	SixItems
12	1189	1	Food	1	uniform	0	Food16.jpg	1	SixItems
12	3631	1	Objects	2	mixed	0	Objects10.jpg	2	SixItems
12	6276	0	Objects	1	uniform	0	Objects9.jpg	2	SixItems
12	2327	1	Food	2	mixed	0	Food15.jpg	1	SixItems
12	1808	1	Objects	1	uniform	0	Objects11.jpg	2	SixItems
12	4346	1	Objects	2	mixed	0	Objects1.jpg	2	SixItems
12	4832	1	Food	1	uniform	0	Food5.jpg	1	SixItems
12	7877	1	Food	2	mixed	0	Food1.jpg	1	SixItems
12	1188	1	Food	2	mixed	0	Food2.jpg	1	SixItems
12	1275	1	Objects	2	mixed	0	Objects4.jpg	2	SixItems
12	3981	1	Objects	1	uniform	0	Objects18.jpg	2	SixItems
12	2083	1	Food	1	uniform	0	Food14.jpg	1	SixItems
12	1088	1	Objects	1	uniform	0	Objects17.jpg	2	SixItems
12	3725	1	Objects	2	mixed	0	Objects5.jpg	2	SixItems
12	4295	1	Food	1	uniform	0	Food7.jpg	1	SixItems
12	1489	1	Food	2	mixed	0	Food11.jpg	1	SixItems
12	6833	1	Objects	2	mixed	0	Objects9.jpg	2	SixItems
12	1122	1	Food	2	mixed	0	Food7.jpg	1	SixItems
12	1297	1	Food	1	uniform	0	Food20.jpg	1	SixItems
12	905	1	Objects	1	uniform	0	Objects16.jpg	2	SixItems
12	1491	1	Objects	1	uniform	0	Objects6.jpg	2	SixItems
12	4071	1	Food	1	uniform	0	Food15.jpg	1	SixItems
12	3834	1	Food	2	mixed	0	Food13.jpg	1	SixItems
12	1280	1	Objects	2	mixed	0	Objects17.jpg	2	SixItems
12	4000	1	Food	1	uniform	0	Food9.jpg	1	SixItems
12	3887	1	Food	2	mixed	0	Food10.jpg	1	SixItems
12	1536	1	Objects	2	mixed	0	Objects6.jpg	2	SixItems
12	2121	1	Objects	1	uniform	0	Objects15.jpg	2	SixItems
12	2949	0	Objects	1	uniform	0	Objects7.jpg	2	SixItems
12	1868	1	Objects	2	mixed	0	Objects11.jpg	2	SixItems
12	1268	1	Food	1	uniform	0	Food8.jpg	1	SixItems
12	11490	0	Food	2	mixed	0	Food12.jpg	1	SixItems
12	3207	1	Food	2	mixed	0	Food5.jpg	1	SixItems
12	1055	1	Objects	2	mixed	0	Objects16.jpg	2	SixItems
12	2071	1	Objects	1	uniform	0	Objects1.jpg	2	SixItems
12	1731	1	Food	1	uniform	0	Food18.jpg	1	SixItems
12	2449	0	Food	2	mixed	0	Food8.jpg	1	SixItems
12	2688	1	Objects	1	uniform	0	Objects14.jpg	2	SixItems
12	2071	1	Food	1	uniform	0	Food3.jpg	1	SixItems
12	1394	1	Objects	2	mixed	0	Objects3.jpg	2	SixItems
12	1274	1	Food	2	mixed	0	Food20.jpg	1	SixItems
12	9883	0	Objects	1	uniform	0	Objects10.jpg	2	SixItems
12	1970	1	Food	1	uniform	0	Food11.jpg	1	SixItems
12	1898	1	Objects	2	mixed	0	Objects15.jpg	2	SixItems
12	2048	1	Food	2	mixed	0	Food18.jpg	1	SixItems
12	2172	1	Food	1	uniform	0	Food17.jpg	1	SixItems
12	8579	0	Objects	2	mixed	0	Objects7.jpg	2	SixItems
12	3604	1	Objects	1	uniform	0	Objects19.jpg	2	SixItems
12	1681	1	Food	1	uniform	0	Food6.jpg	1	SixItems
12	1122	1	Objects	1	uniform	0	Objects3.jpg	2	SixItems
12	1274	1	Food	2	mixed	0	Food3.jpg	1	SixItems
12	8146	0	Objects	2	mixed	0	Objects18.jpg	2	SixItems
12	1601	1	Objects	2	mixed	0	Objects19.jpg	2	SixItems
12	2396	1	Food	1	uniform	0	Food4.jpg	1	SixItems
12	3945	1	Food	2	mixed	0	Food19.jpg	1	SixItems
12	1005	1	Objects	1	uniform	0	Objects4.jpg	2	SixItems
12	3051	1	Food	2	mixed	0	Food9.jpg	1	SixItems
12	1122	1	Objects	1	uniform	0	Objects20.jpg	2	SixItems
12	1331	1	Food	1	uniform	0	Food10.jpg	1	SixItems
12	1903	1	Objects	2	mixed	0	Objects8.jpg	2	SixItems
12	4762	1	Food	1	uniform	0	Food13.jpg	1	SixItems
12	2825	1	Objects	2	mixed	0	Objects14.jpg	2	SixItems
