sub	RT	condition	conditionName	correct	category	repeatDist	conditionCheck	categoryNum	phase	test
7	784	2	mixed	1	SmallFam	0	2	2	SixItems	6
7	4168	1	uniform	0	BigFam	0	1	1	SixItems	6
7	1030	1	uniform	1	SmallFam	0	1	2	SixItems	6
7	921	2	mixed	1	BigFam	0	2	1	SixItems	6
7	1919	2	mixed	1	SmallFam	0	2	2	SixItems	6
7	988	1	uniform	1	BigFam	0	1	1	SixItems	6
7	1005	1	uniform	1	SmallFam	0	1	2	SixItems	6
7	1838	2	mixed	1	BigFam	0	2	1	SixItems	6
7	847	1	uniform	1	BigFam	0	1	1	SixItems	6
7	1782	2	mixed	0	SmallFam	0	2	2	SixItems	6
7	2055	1	uniform	1	SmallFam	0	1	2	SixItems	6
7	2432	2	mixed	1	BigFam	0	2	1	SixItems	6
7	2381	2	mixed	0	SmallFam	0	2	2	SixItems	6
7	648	2	mixed	1	BigFam	0	2	1	SixItems	6
7	1729	1	uniform	1	SmallFam	0	1	2	SixItems	6
7	1248	1	uniform	1	BigFam	0	1	1	SixItems	6
7	748	1	uniform	1	SmallFam	0	1	2	SixItems	6
7	972	2	mixed	1	SmallFam	0	2	2	SixItems	6
7	1722	1	uniform	1	BigFam	0	1	1	SixItems	6
7	2563	2	mixed	1	BigFam	0	2	1	SixItems	6
7	2280	2	mixed	1	SmallFam	0	2	2	SixItems	6
7	1317	1	uniform	1	SmallFam	0	1	2	SixItems	6
7	1955	1	uniform	1	BigFam	0	1	1	SixItems	6
7	3060	2	mixed	1	BigFam	0	2	1	SixItems	6
7	1031	2	mixed	1	BigFam	0	2	1	SixItems	6
7	1658	2	mixed	1	SmallFam	0	2	2	SixItems	6
7	2250	1	uniform	1	SmallFam	0	1	2	SixItems	6
7	1918	1	uniform	1	BigFam	0	1	1	SixItems	6
7	881	2	mixed	1	SmallFam	0	2	2	SixItems	6
7	2830	2	mixed	1	BigFam	0	2	1	SixItems	6
7	1155	1	uniform	1	BigFam	0	1	1	SixItems	6
7	2257	1	uniform	0	SmallFam	0	1	2	SixItems	6
7	2779	2	mixed	1	SmallFam	0	2	2	SixItems	6
7	1134	2	mixed	1	BigFam	0	2	1	SixItems	6
7	1526	1	uniform	1	BigFam	0	1	1	SixItems	6
7	1590	1	uniform	1	SmallFam	0	1	2	SixItems	6
7	2735	1	uniform	0	SmallFam	0	1	2	SixItems	6
7	2649	2	mixed	1	BigFam	0	2	1	SixItems	6
7	4143	1	uniform	1	BigFam	0	1	1	SixItems	6
7	1656	2	mixed	1	SmallFam	0	2	2	SixItems	6
8	11508	1	uniform	1	SmallFam	0	1	2	ThreeItems	3
8	3458	1	uniform	0	BigFam	0	1	1	ThreeItems	3
8	27564	2	mixed	1	BigFam	0	2	1	ThreeItems	3
8	2681	2	mixed	1	SmallFam	0	2	2	ThreeItems	3
8	3757	1	uniform	1	SmallFam	0	1	2	ThreeItems	3
8	3703	1	uniform	1	BigFam	0	1	1	ThreeItems	3
8	8195	2	mixed	1	BigFam	0	2	1	ThreeItems	3
8	2458	2	mixed	1	SmallFam	0	2	2	ThreeItems	3
8	3361	2	mixed	1	BigFam	0	2	1	ThreeItems	3
8	1577	2	mixed	1	SmallFam	0	2	2	ThreeItems	3
8	12338	1	uniform	1	BigFam	0	1	1	ThreeItems	3
8	7211	1	uniform	1	SmallFam	0	1	2	ThreeItems	3
8	3159	2	mixed	1	SmallFam	0	2	2	SixItems	6
8	5664	1	uniform	0	BigFam	0	1	1	SixItems	6
8	2632	1	uniform	1	SmallFam	0	1	2	SixItems	6
8	2102	2	mixed	1	BigFam	0	2	1	SixItems	6
8	4423	2	mixed	1	BigFam	0	2	1	SixItems	6
8	1331	1	uniform	1	BigFam	0	1	1	SixItems	6
8	1887	2	mixed	1	SmallFam	0	2	2	SixItems	6
8	5814	1	uniform	0	SmallFam	0	1	2	SixItems	6
8	1985	1	uniform	1	BigFam	0	1	1	SixItems	6
8	2399	1	uniform	1	SmallFam	0	1	2	SixItems	6
8	2977	2	mixed	1	SmallFam	0	2	2	SixItems	6
8	2452	2	mixed	1	BigFam	0	2	1	SixItems	6
8	4335	1	uniform	1	SmallFam	0	1	2	SixItems	6
8	6557	1	uniform	1	BigFam	0	1	1	SixItems	6
8	2555	2	mixed	1	BigFam	0	2	1	SixItems	6
8	1253	2	mixed	1	SmallFam	0	2	2	SixItems	6
8	1633	1	uniform	1	BigFam	0	1	1	SixItems	6
8	2824	1	uniform	1	SmallFam	0	1	2	SixItems	6
8	3770	2	mixed	0	BigFam	0	2	1	SixItems	6
8	1967	2	mixed	1	SmallFam	0	2	2	SixItems	6
8	4044	2	mixed	1	BigFam	0	2	1	SixItems	6
8	3550	1	uniform	1	SmallFam	0	1	2	SixItems	6
8	12645	2	mixed	0	SmallFam	0	2	2	SixItems	6
8	3428	1	uniform	0	BigFam	0	1	1	SixItems	6
8	4900	2	mixed	0	BigFam	0	2	1	SixItems	6
8	3172	2	mixed	1	SmallFam	0	2	2	SixItems	6
9	9932	1	uniform	1	BigFam	0	1	1	ThreeItems	3
9	4339	1	uniform	1	SmallFam	0	1	2	ThreeItems	3
9	5388	2	mixed	1	BigFam	0	2	1	ThreeItems	3
9	8825	2	mixed	0	SmallFam	0	2	2	ThreeItems	3
9	4117	1	uniform	1	SmallFam	0	1	2	ThreeItems	3
9	3415	1	uniform	1	BigFam	0	1	1	ThreeItems	3
9	3948	2	mixed	1	BigFam	0	2	1	ThreeItems	3
9	5256	2	mixed	1	SmallFam	0	2	2	ThreeItems	3
9	9190	2	mixed	1	SmallFam	0	2	2	ThreeItems	3
9	4331	2	mixed	1	BigFam	0	2	1	ThreeItems	3
9	4809	1	uniform	1	SmallFam	0	1	2	ThreeItems	3
9	7909	1	uniform	0	BigFam	0	1	1	ThreeItems	3
9	4422	2	mixed	0	SmallFam	0	2	2	ThreeItems	3
9	3908	2	mixed	1	BigFam	0	2	1	ThreeItems	3
9	6031	1	uniform	1	SmallFam	0	1	2	SixItems	6
9	27536	1	uniform	1	BigFam	0	1	1	SixItems	6
9	7878	2	mixed	1	BigFam	0	2	1	SixItems	6
9	2123	2	mixed	1	SmallFam	0	2	2	SixItems	6
9	2031	1	uniform	1	BigFam	0	1	1	SixItems	6
9	11265	1	uniform	0	SmallFam	0	1	2	SixItems	6
9	5178	2	mixed	0	SmallFam	0	2	2	SixItems	6
9	3429	1	uniform	0	SmallFam	0	1	2	SixItems	6
9	2020	2	mixed	0	BigFam	0	2	1	SixItems	6
9	2423	1	uniform	0	BigFam	0	1	1	SixItems	6
9	3423	2	mixed	0	BigFam	0	2	1	SixItems	6
9	4032	1	uniform	1	SmallFam	0	1	2	SixItems	6
9	3271	1	uniform	1	BigFam	0	1	1	SixItems	6
9	4738	2	mixed	1	SmallFam	0	2	2	SixItems	6
9	3634	2	mixed	1	SmallFam	0	2	2	SixItems	6
9	14774	2	mixed	0	BigFam	0	2	1	SixItems	6
9	9238	1	uniform	1	SmallFam	0	1	2	SixItems	6
9	4295	1	uniform	0	BigFam	0	1	1	SixItems	6
9	5266	2	mixed	0	BigFam	0	2	1	SixItems	6
9	2356	2	mixed	1	SmallFam	0	2	2	SixItems	6
9	5657	1	uniform	0	SmallFam	0	1	2	SixItems	6
9	19128	1	uniform	0	BigFam	0	1	1	SixItems	6
9	2058	2	mixed	1	SmallFam	0	2	2	SixItems	6
9	3703	1	uniform	1	SmallFam	0	1	2	SixItems	6
9	6087	1	uniform	0	BigFam	0	1	1	SixItems	6
9	6384	2	mixed	1	BigFam	0	2	1	SixItems	6
9	4204	1	uniform	0	BigFam	0	1	1	SixItems	6
9	3147	2	mixed	0	BigFam	0	2	1	SixItems	6
9	10067	2	mixed	0	SmallFam	0	2	2	SixItems	6
9	2565	1	uniform	0	SmallFam	0	1	2	SixItems	6
9	2890	1	uniform	1	SmallFam	0	1	2	SixItems	6
10	3074	1	uniform	1	BigFam	0	1	1	ThreeItems	3
10	1606	2	mixed	1	BigFam	0	2	1	ThreeItems	3
10	982	1	uniform	1	SmallFam	0	1	2	ThreeItems	3
10	1330	2	mixed	1	SmallFam	0	2	2	ThreeItems	3
10	955	2	mixed	1	SmallFam	0	2	2	ThreeItems	3
10	1455	1	uniform	1	BigFam	0	1	1	ThreeItems	3
10	1090	1	uniform	1	SmallFam	0	1	2	ThreeItems	3
10	1277	2	mixed	1	BigFam	0	2	1	ThreeItems	3
10	985	1	uniform	1	SmallFam	0	1	2	ThreeItems	3
10	1623	2	mixed	1	SmallFam	0	2	2	ThreeItems	3
10	1269	1	uniform	1	BigFam	0	1	1	ThreeItems	3
10	1347	2	mixed	1	BigFam	0	2	1	SixItems	6
10	2130	2	mixed	1	BigFam	0	2	1	SixItems	6
10	3586	1	uniform	1	SmallFam	0	1	2	SixItems	6
10	1449	2	mixed	1	SmallFam	0	2	2	SixItems	6
10	1903	1	uniform	1	BigFam	0	1	1	SixItems	6
10	1134	1	uniform	1	SmallFam	0	1	2	SixItems	6
10	1120	2	mixed	1	SmallFam	0	2	2	SixItems	6
10	4613	2	mixed	0	BigFam	0	2	1	SixItems	6
10	2564	1	uniform	1	BigFam	0	1	1	SixItems	6
10	1037	1	uniform	1	SmallFam	0	1	2	SixItems	6
10	1311	1	uniform	1	BigFam	0	1	1	SixItems	6
10	1203	2	mixed	1	BigFam	0	2	1	SixItems	6
10	1170	2	mixed	1	SmallFam	0	2	2	SixItems	6
10	2579	2	mixed	1	BigFam	0	2	1	SixItems	6
10	1022	1	uniform	1	BigFam	0	1	1	SixItems	6
10	2026	2	mixed	1	SmallFam	0	2	2	SixItems	6
10	1150	1	uniform	1	SmallFam	0	1	2	SixItems	6
10	2567	2	mixed	0	BigFam	0	2	1	SixItems	6
10	1082	1	uniform	1	BigFam	0	1	1	SixItems	6
10	971	2	mixed	1	SmallFam	0	2	2	SixItems	6
10	880	1	uniform	1	SmallFam	0	1	2	SixItems	6
10	1037	2	mixed	1	SmallFam	0	2	2	SixItems	6
10	1801	1	uniform	1	BigFam	0	1	1	SixItems	6
10	1098	2	mixed	1	BigFam	0	2	1	SixItems	6
10	1001	1	uniform	1	SmallFam	0	1	2	SixItems	6
10	3334	1	uniform	0	BigFam	0	1	1	SixItems	6
10	1079	1	uniform	1	SmallFam	0	1	2	SixItems	6
10	2148	2	mixed	1	BigFam	0	2	1	SixItems	6
10	1013	2	mixed	1	SmallFam	0	2	2	SixItems	6
10	1409	1	uniform	0	SmallFam	0	1	2	SixItems	6
10	1645	2	mixed	1	BigFam	0	2	1	SixItems	6
10	1681	1	uniform	1	BigFam	0	1	1	SixItems	6
10	1886	2	mixed	1	SmallFam	0	2	2	SixItems	6
10	1932	2	mixed	1	BigFam	0	2	1	SixItems	6
10	1348	1	uniform	1	SmallFam	0	1	2	SixItems	6
10	1103	2	mixed	1	SmallFam	0	2	2	SixItems	6
10	3371	1	uniform	1	BigFam	0	1	1	SixItems	6
10	1138	1	uniform	1	BigFam	0	1	1	SixItems	6
10	2261	2	mixed	1	BigFam	0	2	1	SixItems	6
10	1989	2	mixed	1	SmallFam	0	2	2	SixItems	6
10	2519	1	uniform	1	SmallFam	0	1	2	SixItems	6
10	1634	2	mixed	1	SmallFam	0	2	2	SixItems	6
10	2127	2	mixed	1	BigFam	0	2	1	SixItems	6
10	2962	1	uniform	1	BigFam	0	1	1	SixItems	6
10	1289	1	uniform	1	SmallFam	0	1	2	SixItems	6
10	1608	1	uniform	1	BigFam	0	1	1	SixItems	6
10	3129	2	mixed	1	SmallFam	0	2	2	SixItems	6
10	1006	2	mixed	1	BigFam	0	2	1	SixItems	6
10	1054	1	uniform	1	SmallFam	0	1	2	SixItems	6
10	1472	1	uniform	1	SmallFam	0	1	2	SixItems	6
10	1096	2	mixed	1	SmallFam	0	2	2	SixItems	6
10	5784	1	uniform	0	BigFam	0	1	1	SixItems	6
10	914	2	mixed	1	BigFam	0	2	1	SixItems	6
10	1204	1	uniform	1	BigFam	0	1	1	SixItems	6
10	1957	1	uniform	1	SmallFam	0	1	2	SixItems	6
10	2052	2	mixed	1	SmallFam	0	2	2	SixItems	6
10	1077	2	mixed	1	BigFam	0	2	1	SixItems	6
10	983	2	mixed	1	SmallFam	0	2	2	SixItems	6
10	2771	2	mixed	1	BigFam	0	2	1	SixItems	6
10	1638	1	uniform	1	SmallFam	0	1	2	SixItems	6
10	1121	1	uniform	1	BigFam	0	1	1	SixItems	6
10	1487	2	mixed	1	BigFam	0	2	1	SixItems	6
10	1322	1	uniform	1	SmallFam	0	1	2	SixItems	6
10	1907	2	mixed	1	SmallFam	0	2	2	SixItems	6
10	2122	1	uniform	1	BigFam	0	1	1	SixItems	6
10	1012	1	uniform	1	BigFam	0	1	1	SixItems	6
10	814	1	uniform	1	SmallFam	0	1	2	SixItems	6
10	963	2	mixed	1	SmallFam	0	2	2	SixItems	6
10	931	2	mixed	1	BigFam	0	2	1	SixItems	6
11	12549	2	mixed	1	BigFam	0	2	1	ThreeItems	3
11	9897	1	uniform	1	BigFam	0	1	1	ThreeItems	3
11	5170	1	uniform	1	SmallFam	0	1	2	ThreeItems	3
11	1516	2	mixed	1	SmallFam	0	2	2	ThreeItems	3
11	6864	2	mixed	1	BigFam	0	2	1	ThreeItems	3
11	3087	1	uniform	1	SmallFam	0	1	2	ThreeItems	3
11	7476	1	uniform	0	BigFam	0	1	1	ThreeItems	3
11	3188	2	mixed	1	SmallFam	0	2	2	ThreeItems	3
11	2285	1	uniform	1	SmallFam	0	1	2	ThreeItems	3
11	3144	2	mixed	1	BigFam	0	2	1	ThreeItems	3
11	1735	2	mixed	1	SmallFam	0	2	2	ThreeItems	3
11	1891	1	uniform	0	BigFam	0	1	1	ThreeItems	3
11	2931	1	uniform	0	SmallFam	0	1	2	ThreeItems	3
11	1373	2	mixed	0	SmallFam	0	2	2	ThreeItems	3
11	1088	1	uniform	0	BigFam	0	1	1	ThreeItems	3
11	3048	2	mixed	1	BigFam	0	2	1	ThreeItems	3
11	2929	1	uniform	1	SmallFam	0	1	2	SixItems	6
11	2706	1	uniform	1	BigFam	0	1	1	SixItems	6
11	1258	2	mixed	0	BigFam	0	2	1	SixItems	6
11	1537	2	mixed	0	SmallFam	0	2	2	SixItems	6
12	7754	2	mixed	1	BigFam	0	2	1	ThreeItems	3
12	923	1	uniform	1	BigFam	0	1	1	ThreeItems	3
12	872	1	uniform	1	SmallFam	0	1	2	ThreeItems	3
12	866	2	mixed	1	SmallFam	0	2	2	ThreeItems	3
12	948	1	uniform	1	BigFam	0	1	1	ThreeItems	3
12	905	2	mixed	1	BigFam	0	2	1	ThreeItems	3
12	1622	1	uniform	1	SmallFam	0	1	2	ThreeItems	3
12	765	2	mixed	1	SmallFam	0	2	2	ThreeItems	3
12	898	1	uniform	1	BigFam	0	1	1	ThreeItems	3
12	815	2	mixed	1	SmallFam	0	2	2	ThreeItems	3
12	1044	2	mixed	1	BigFam	0	2	1	ThreeItems	3
12	731	1	uniform	1	SmallFam	0	1	2	SixItems	6
12	3157	1	uniform	0	SmallFam	0	1	2	SixItems	6
12	1214	2	mixed	1	SmallFam	0	2	2	SixItems	6
12	979	2	mixed	1	BigFam	0	2	1	SixItems	6
12	1485	1	uniform	1	BigFam	0	1	1	SixItems	6
12	1292	2	mixed	1	SmallFam	0	2	2	SixItems	6
12	2376	1	uniform	0	BigFam	0	1	1	SixItems	6
12	2589	2	mixed	1	BigFam	0	2	1	SixItems	6
12	1020	1	uniform	1	SmallFam	0	1	2	SixItems	6
12	1901	1	uniform	0	SmallFam	0	1	2	SixItems	6
12	1555	2	mixed	1	BigFam	0	2	1	SixItems	6
12	1911	1	uniform	1	BigFam	0	1	1	SixItems	6
12	1260	2	mixed	1	SmallFam	0	2	2	SixItems	6
12	1195	1	uniform	0	BigFam	0	1	1	SixItems	6
12	3413	2	mixed	1	SmallFam	0	2	2	SixItems	6
12	1015	1	uniform	1	SmallFam	0	1	2	SixItems	6
12	830	2	mixed	1	BigFam	0	2	1	SixItems	6
12	1015	1	uniform	1	SmallFam	0	1	2	SixItems	6
12	3649	2	mixed	1	BigFam	0	2	1	SixItems	6
12	1552	2	mixed	0	SmallFam	0	2	2	SixItems	6
12	1359	1	uniform	0	BigFam	0	1	1	SixItems	6
12	1688	2	mixed	1	SmallFam	0	2	2	SixItems	6
12	1760	1	uniform	1	SmallFam	0	1	2	SixItems	6
12	2854	2	mixed	1	BigFam	0	2	1	SixItems	6
12	1353	1	uniform	0	BigFam	0	1	1	SixItems	6
12	972	2	mixed	1	SmallFam	0	2	2	SixItems	6
12	1257	1	uniform	1	SmallFam	0	1	2	SixItems	6
12	2352	2	mixed	1	BigFam	0	2	1	SixItems	6
12	1281	1	uniform	1	BigFam	0	1	1	SixItems	6
12	1438	1	uniform	1	SmallFam	0	1	2	SixItems	6
12	1108	1	uniform	1	BigFam	0	1	1	SixItems	6
12	4380	2	mixed	0	BigFam	0	2	1	SixItems	6
12	3707	2	mixed	1	SmallFam	0	2	2	SixItems	6
12	4498	1	uniform	1	BigFam	0	1	1	SixItems	6
12	1163	1	uniform	1	SmallFam	0	1	2	SixItems	6
12	2370	2	mixed	0	BigFam	0	2	1	SixItems	6
12	1409	2	mixed	1	SmallFam	0	2	2	SixItems	6
12	2399	2	mixed	1	BigFam	0	2	1	SixItems	6
12	2166	2	mixed	1	SmallFam	0	2	2	SixItems	6
12	3530	1	uniform	0	SmallFam	0	1	2	SixItems	6
12	1858	1	uniform	1	BigFam	0	1	1	SixItems	6
13	1408	1	uniform	1	SmallFam	0	1	2	ThreeItems	3
13	1550	1	uniform	1	BigFam	0	1	1	ThreeItems	3
13	1105	2	mixed	1	SmallFam	0	2	2	ThreeItems	3
13	871	2	mixed	1	BigFam	0	2	1	ThreeItems	3
13	955	2	mixed	1	SmallFam	0	2	2	ThreeItems	3
13	738	1	uniform	1	BigFam	0	1	1	ThreeItems	3
13	1097	2	mixed	1	BigFam	0	2	1	ThreeItems	3
13	1826	1	uniform	1	SmallFam	0	1	2	ThreeItems	3
13	1696	2	mixed	1	SmallFam	0	2	2	ThreeItems	3
13	2503	1	uniform	1	SmallFam	0	1	2	ThreeItems	3
13	921	1	uniform	1	BigFam	0	1	1	ThreeItems	3
13	1473	2	mixed	1	BigFam	0	2	1	SixItems	6
13	1071	1	uniform	1	BigFam	0	1	1	SixItems	6
13	878	2	mixed	1	BigFam	0	2	1	SixItems	6
13	3099	1	uniform	1	SmallFam	0	1	2	SixItems	6
13	3746	2	mixed	1	SmallFam	0	2	2	SixItems	6
13	4159	1	uniform	1	SmallFam	0	1	2	SixItems	6
13	2264	1	uniform	1	BigFam	0	1	1	SixItems	6
13	1746	2	mixed	1	SmallFam	0	2	2	SixItems	6
13	2910	2	mixed	1	BigFam	0	2	1	SixItems	6
13	1444	2	mixed	1	BigFam	0	2	1	SixItems	6
13	4650	2	mixed	1	SmallFam	0	2	2	SixItems	6
13	3291	1	uniform	1	BigFam	0	1	1	SixItems	6
13	4824	1	uniform	0	SmallFam	0	1	2	SixItems	6
13	1534	1	uniform	1	SmallFam	0	1	2	SixItems	6
13	2945	2	mixed	1	SmallFam	0	2	2	SixItems	6
13	3800	1	uniform	0	BigFam	0	1	1	SixItems	6
13	1263	2	mixed	1	BigFam	0	2	1	SixItems	6
13	1085	2	mixed	1	SmallFam	0	2	2	SixItems	6
13	1455	1	uniform	1	SmallFam	0	1	2	SixItems	6
13	3736	1	uniform	0	BigFam	0	1	1	SixItems	6
13	1768	2	mixed	1	BigFam	0	2	1	SixItems	6
13	1946	2	mixed	1	SmallFam	0	2	2	SixItems	6
13	3065	1	uniform	1	SmallFam	0	1	2	SixItems	6
13	904	1	uniform	1	BigFam	0	1	1	SixItems	6
13	1484	2	mixed	1	BigFam	0	2	1	SixItems	6
13	5242	2	mixed	1	BigFam	0	2	1	SixItems	6
13	2398	2	mixed	0	SmallFam	0	2	2	SixItems	6
13	1590	1	uniform	1	BigFam	0	1	1	SixItems	6
13	1273	1	uniform	1	SmallFam	0	1	2	SixItems	6
13	3831	1	uniform	1	BigFam	0	1	1	SixItems	6
13	1978	1	uniform	1	SmallFam	0	1	2	SixItems	6
13	3748	2	mixed	1	BigFam	0	2	1	SixItems	6
13	3941	2	mixed	0	SmallFam	0	2	2	SixItems	6
13	1665	1	uniform	1	SmallFam	0	1	2	SixItems	6
13	972	2	mixed	1	BigFam	0	2	1	SixItems	6
13	1612	2	mixed	1	SmallFam	0	2	2	SixItems	6
13	879	1	uniform	1	BigFam	0	1	1	SixItems	6
13	2059	1	uniform	1	BigFam	0	1	1	SixItems	6
13	1088	2	mixed	1	SmallFam	0	2	2	SixItems	6
13	595	1	uniform	1	SmallFam	0	1	2	SixItems	6
13	1488	2	mixed	1	BigFam	0	2	1	SixItems	6
13	1693	2	mixed	1	SmallFam	0	2	2	SixItems	6
13	2335	1	uniform	1	BigFam	0	1	1	SixItems	6
13	1557	2	mixed	1	BigFam	0	2	1	SixItems	6
13	2971	1	uniform	0	SmallFam	0	1	2	SixItems	6
13	1756	1	uniform	1	SmallFam	0	1	2	SixItems	6
13	1623	1	uniform	1	BigFam	0	1	1	SixItems	6
13	1751	2	mixed	0	BigFam	0	2	1	SixItems	6
13	3638	2	mixed	1	SmallFam	0	2	2	SixItems	6
13	2791	2	mixed	1	BigFam	0	2	1	SixItems	6
13	2379	2	mixed	1	SmallFam	0	2	2	SixItems	6
13	853	1	uniform	1	SmallFam	0	1	2	SixItems	6
13	821	1	uniform	1	BigFam	0	1	1	SixItems	6
13	1454	2	mixed	0	SmallFam	0	2	2	SixItems	6
13	1283	2	mixed	1	BigFam	0	2	1	SixItems	6
13	2302	1	uniform	0	BigFam	0	1	1	SixItems	6
13	1360	1	uniform	1	SmallFam	0	1	2	SixItems	6
13	706	1	uniform	1	SmallFam	0	1	2	SixItems	6
13	3264	2	mixed	1	SmallFam	0	2	2	SixItems	6
13	1840	2	mixed	1	BigFam	0	2	1	SixItems	6
13	7437	1	uniform	0	BigFam	0	1	1	SixItems	6
13	1716	1	uniform	1	SmallFam	0	1	2	SixItems	6
13	1281	2	mixed	1	SmallFam	0	2	2	SixItems	6
13	1984	1	uniform	1	BigFam	0	1	1	SixItems	6
13	1477	2	mixed	1	BigFam	0	2	1	SixItems	6
13	2272	2	mixed	1	SmallFam	0	2	2	SixItems	6
13	1189	1	uniform	1	BigFam	0	1	1	SixItems	6
13	1485	2	mixed	1	BigFam	0	2	1	SixItems	6
13	1627	1	uniform	1	SmallFam	0	1	2	SixItems	6
14	2884	2	mixed	1	SmallFam	0	2	2	ThreeItems	3
14	1689	1	uniform	1	BigFam	0	1	1	ThreeItems	3
14	1770	2	mixed	1	BigFam	0	2	1	ThreeItems	3
14	1149	1	uniform	1	SmallFam	0	1	2	ThreeItems	3
14	956	2	mixed	1	SmallFam	0	2	2	ThreeItems	3
14	971	1	uniform	1	SmallFam	0	1	2	ThreeItems	3
14	2201	1	uniform	1	BigFam	0	1	1	ThreeItems	3
14	1410	2	mixed	1	BigFam	0	2	1	ThreeItems	3
14	4722	1	uniform	1	BigFam	0	1	1	ThreeItems	3
14	1609	2	mixed	1	SmallFam	0	2	2	ThreeItems	3
14	822	1	uniform	1	SmallFam	0	1	2	ThreeItems	3
14	2160	2	mixed	1	BigFam	0	2	1	SixItems	6
14	987	2	mixed	1	BigFam	0	2	1	SixItems	6
14	1400	1	uniform	1	SmallFam	0	1	2	SixItems	6
14	4400	2	mixed	1	SmallFam	0	2	2	SixItems	6
14	3004	1	uniform	1	BigFam	0	1	1	SixItems	6
14	1819	1	uniform	1	SmallFam	0	1	2	SixItems	6
14	1018	2	mixed	1	BigFam	0	2	1	SixItems	6
14	1337	2	mixed	1	SmallFam	0	2	2	SixItems	6
14	837	1	uniform	1	BigFam	0	1	1	SixItems	6
14	1148	2	mixed	1	SmallFam	0	2	2	SixItems	6
14	921	2	mixed	1	BigFam	0	2	1	SixItems	6
14	1303	1	uniform	1	BigFam	0	1	1	SixItems	6
14	1442	1	uniform	1	SmallFam	0	1	2	SixItems	6
14	1432	2	mixed	1	BigFam	0	2	1	SixItems	6
14	2290	1	uniform	1	BigFam	0	1	1	SixItems	6
14	880	1	uniform	1	SmallFam	0	1	2	SixItems	6
14	1170	2	mixed	1	SmallFam	0	2	2	SixItems	6
14	1031	2	mixed	1	SmallFam	0	2	2	SixItems	6
14	1993	1	uniform	1	BigFam	0	1	1	SixItems	6
14	2969	2	mixed	1	BigFam	0	2	1	SixItems	6
14	1373	1	uniform	1	SmallFam	0	1	2	SixItems	6
14	1106	1	uniform	1	BigFam	0	1	1	SixItems	6
14	948	2	mixed	1	BigFam	0	2	1	SixItems	6
14	806	2	mixed	0	SmallFam	0	2	2	SixItems	6
14	2014	1	uniform	1	SmallFam	0	1	2	SixItems	6
14	2162	2	mixed	1	BigFam	0	2	1	SixItems	6
14	1005	1	uniform	1	BigFam	0	1	1	SixItems	6
14	3492	1	uniform	1	SmallFam	0	1	2	SixItems	6
14	2447	2	mixed	1	SmallFam	0	2	2	SixItems	6
14	1572	1	uniform	1	SmallFam	0	1	2	SixItems	6
14	955	1	uniform	0	BigFam	0	1	1	SixItems	6
14	2036	2	mixed	0	SmallFam	0	2	2	SixItems	6
14	2314	2	mixed	1	BigFam	0	2	1	SixItems	6
14	1544	1	uniform	1	SmallFam	0	1	2	SixItems	6
14	2003	2	mixed	1	SmallFam	0	2	2	SixItems	6
14	1494	1	uniform	1	BigFam	0	1	1	SixItems	6
14	1137	2	mixed	1	BigFam	0	2	1	SixItems	6
14	2865	1	uniform	1	BigFam	0	1	1	SixItems	6
14	2529	1	uniform	1	SmallFam	0	1	2	SixItems	6
14	1329	2	mixed	1	BigFam	0	2	1	SixItems	6
14	2090	2	mixed	0	SmallFam	0	2	2	SixItems	6
14	3279	2	mixed	0	BigFam	0	2	1	SixItems	6
14	1353	1	uniform	1	BigFam	0	1	1	SixItems	6
14	3684	1	uniform	1	SmallFam	0	1	2	SixItems	6
14	2000	2	mixed	1	SmallFam	0	2	2	SixItems	6
14	3156	1	uniform	1	BigFam	0	1	1	SixItems	6
14	888	2	mixed	1	BigFam	0	2	1	SixItems	6
14	1015	1	uniform	1	SmallFam	0	1	2	SixItems	6
14	1347	2	mixed	1	SmallFam	0	2	2	SixItems	6
14	884	2	mixed	1	BigFam	0	2	1	SixItems	6
14	1148	1	uniform	1	SmallFam	0	1	2	SixItems	6
14	4858	1	uniform	1	BigFam	0	1	1	SixItems	6
14	3496	2	mixed	1	SmallFam	0	2	2	SixItems	6
14	1004	1	uniform	1	SmallFam	0	1	2	SixItems	6
14	2686	1	uniform	0	BigFam	0	1	1	SixItems	6
14	1570	2	mixed	1	BigFam	0	2	1	SixItems	6
14	2727	2	mixed	1	SmallFam	0	2	2	SixItems	6
14	5121	1	uniform	0	SmallFam	0	1	2	SixItems	6
14	2202	2	mixed	1	SmallFam	0	2	2	SixItems	6
14	716	2	mixed	1	BigFam	0	2	1	SixItems	6
14	1185	1	uniform	1	BigFam	0	1	1	SixItems	6
14	1620	2	mixed	1	SmallFam	0	2	2	SixItems	6
14	1458	2	mixed	1	BigFam	0	2	1	SixItems	6
14	1965	1	uniform	1	SmallFam	0	1	2	SixItems	6
14	2541	1	uniform	1	BigFam	0	1	1	SixItems	6
14	7333	2	mixed	1	BigFam	0	2	1	SixItems	6
14	1112	1	uniform	1	SmallFam	0	1	2	SixItems	6
14	1611	2	mixed	1	SmallFam	0	2	2	SixItems	6
14	3007	1	uniform	1	BigFam	0	1	1	SixItems	6
15	6152	2	mixed	1	BigFam	0	2	1	ThreeItems	3
15	4795	2	mixed	1	SmallFam	0	2	2	ThreeItems	3
15	4868	1	uniform	1	BigFam	0	1	1	ThreeItems	3
15	16913	1	uniform	1	SmallFam	0	1	2	ThreeItems	3
